,_id,Initial_Year,Initial_Month,Forecast_Year,Foreast_Month,Province_ID,Province_NameTH,Rainfall.mm.,Province
1323,1324,2023,3,2023,8,24,จ.ฉะเชิงเทรา,173.9053721,ฉะเชิงเทรา
1325,1326,2023,3,2023,8,26,จ.นครนายก,174.2902849,นครนายก
1364,1365,2023,3,2023,8,70,จ.ราชบุรี,63.58694135,ราชบุรี
1366,1367,2023,3,2023,8,72,จ.สุพรรณบุรี,94.5347805,สุพรรณบุรี
1367,1368,2023,3,2023,8,73,จ.นครปฐม,110.5713135,นครปฐม
1368,1369,2023,3,2023,8,74,จ.สมุทรสาคร,129.4234856,สมุทรสาคร
1369,1370,2023,3,2023,8,75,จ.สมุทรสงคราม,67.11950729,สมุทรสงคราม
1370,1371,2023,3,2023,8,76,จ.เพชรบุรี,99.13540094,เพชรบุรี
1386,1387,2023,4,2023,4,10,กรุงเทพมหานคร,29.20181053,กรุงเทพมหานคร
1387,1388,2023,4,2023,4,11,จ.สมุทรปราการ,16.372338,สมุทรปราการ
1388,1389,2023,4,2023,4,12,จ.นนทบุรี,35.15480297,นนทบุรี
1389,1390,2023,4,2023,4,13,จ.ปทุมธานี,46.99973185,ปทุมธานี
1390,1391,2023,4,2023,4,14,จ.พระนครศรีอยุธยา,28.90693899,พระนครศรีอยุธยา
1391,1392,2023,4,2023,4,15,จ.อ่างทอง,18.81645885,อ่างทอง
1392,1393,2023,4,2023,4,16,จ.ลพบุรี,33.9353883,ลพบุรี
1393,1394,2023,4,2023,4,17,จ.สิงห์บุรี,24.61547554,สิงห์บุรี
1394,1395,2023,4,2023,4,18,จ.ชัยนาท,15.7435962,ชัยนาท
1395,1396,2023,4,2023,4,19,จ.สระบุรี,50.21295644,สระบุรี
1400,1401,2023,4,2023,4,24,จ.ฉะเชิงเทรา,62.43158591,ฉะเชิงเทรา
1402,1403,2023,4,2023,4,26,จ.นครนายก,50.86223767,นครนายก
1441,1442,2023,4,2023,4,70,จ.ราชบุรี,8.391087259,ราชบุรี
1443,1444,2023,4,2023,4,72,จ.สุพรรณบุรี,7.187308629,สุพรรณบุรี
1444,1445,2023,4,2023,4,73,จ.นครปฐม,12.19684181,นครปฐม
1445,1446,2023,4,2023,4,74,จ.สมุทรสาคร,14.72088525,สมุทรสาคร
1446,1447,2023,4,2023,4,75,จ.สมุทรสงคราม,10.60489856,สมุทรสงคราม
1447,1448,2023,4,2023,4,76,จ.เพชรบุรี,22.79715261,เพชรบุรี
1463,1464,2023,4,2023,5,10,กรุงเทพมหานคร,233.159259,กรุงเทพมหานคร
1464,1465,2023,4,2023,5,11,จ.สมุทรปราการ,239.2763409,สมุทรปราการ
1465,1466,2023,4,2023,5,12,จ.นนทบุรี,209.5342213,นนทบุรี
1466,1467,2023,4,2023,5,13,จ.ปทุมธานี,181.402784,ปทุมธานี
1467,1468,2023,4,2023,5,14,จ.พระนครศรีอยุธยา,181.7395491,พระนครศรีอยุธยา
1468,1469,2023,4,2023,5,15,จ.อ่างทอง,183.8327057,อ่างทอง
1469,1470,2023,4,2023,5,16,จ.ลพบุรี,207.1105268,ลพบุรี
1470,1471,2023,4,2023,5,17,จ.สิงห์บุรี,199.3918299,สิงห์บุรี
1471,1472,2023,4,2023,5,18,จ.ชัยนาท,202.4761328,ชัยนาท
1472,1473,2023,4,2023,5,19,จ.สระบุรี,228.2932834,สระบุรี
1477,1478,2023,4,2023,5,24,จ.ฉะเชิงเทรา,223.814389,ฉะเชิงเทรา
1479,1480,2023,4,2023,5,26,จ.นครนายก,215.2975335,นครนายก
1518,1519,2023,4,2023,5,70,จ.ราชบุรี,182.5412719,ราชบุรี
1520,1521,2023,4,2023,5,72,จ.สุพรรณบุรี,163.128886,สุพรรณบุรี
1521,1522,2023,4,2023,5,73,จ.นครปฐม,176.8970709,นครปฐม
1522,1523,2023,4,2023,5,74,จ.สมุทรสาคร,226.9373859,สมุทรสาคร
1523,1524,2023,4,2023,5,75,จ.สมุทรสงคราม,216.236,สมุทรสงคราม
1524,1525,2023,4,2023,5,76,จ.เพชรบุรี,151.6332989,เพชรบุรี
1540,1541,2023,4,2023,6,10,กรุงเทพมหานคร,115.4466998,กรุงเทพมหานคร
1541,1542,2023,4,2023,6,11,จ.สมุทรปราการ,116.9976621,สมุทรปราการ
1542,1543,2023,4,2023,6,12,จ.นนทบุรี,115.4948029,นนทบุรี
1543,1544,2023,4,2023,6,13,จ.ปทุมธานี,130.0541561,ปทุมธานี
1544,1545,2023,4,2023,6,14,จ.พระนครศรีอยุธยา,111.505446,พระนครศรีอยุธยา
1545,1546,2023,4,2023,6,15,จ.อ่างทอง,92.66521187,อ่างทอง
1546,1547,2023,4,2023,6,16,จ.ลพบุรี,127.3785588,ลพบุรี
1547,1548,2023,4,2023,6,17,จ.สิงห์บุรี,92.52841495,สิงห์บุรี
1548,1549,2023,4,2023,6,18,จ.ชัยนาท,97.2173064,ชัยนาท
1549,1550,2023,4,2023,6,19,จ.สระบุรี,99.08780655,สระบุรี
1554,1555,2023,4,2023,6,24,จ.ฉะเชิงเทรา,168.2829955,ฉะเชิงเทรา
1556,1557,2023,4,2023,6,26,จ.นครนายก,124.0555692,นครนายก
1595,1596,2023,4,2023,6,70,จ.ราชบุรี,90.40039014,ราชบุรี
1597,1598,2023,4,2023,6,72,จ.สุพรรณบุรี,89.82937573,สุพรรณบุรี
1598,1599,2023,4,2023,6,73,จ.นครปฐม,110.3338011,นครปฐม
1599,1600,2023,4,2023,6,74,จ.สมุทรสาคร,106.9335409,สมุทรสาคร
1600,1601,2023,4,2023,6,75,จ.สมุทรสงคราม,86.41660862,สมุทรสงคราม
1601,1602,2023,4,2023,6,76,จ.เพชรบุรี,64.77504874,เพชรบุรี
1617,1618,2023,4,2023,7,10,กรุงเทพมหานคร,68.28825824,กรุงเทพมหานคร
1618,1619,2023,4,2023,7,11,จ.สมุทรปราการ,49.65284625,สมุทรปราการ
1619,1620,2023,4,2023,7,12,จ.นนทบุรี,79.26574112,นนทบุรี
1620,1621,2023,4,2023,7,13,จ.ปทุมธานี,98.69169546,ปทุมธานี
1621,1622,2023,4,2023,7,14,จ.พระนครศรีอยุธยา,91.41453523,พระนครศรีอยุธยา
1622,1623,2023,4,2023,7,15,จ.อ่างทอง,85.57689544,อ่างทอง
1623,1624,2023,4,2023,7,16,จ.ลพบุรี,83.15565087,ลพบุรี
1624,1625,2023,4,2023,7,17,จ.สิงห์บุรี,104.3306771,สิงห์บุรี
1625,1626,2023,4,2023,7,18,จ.ชัยนาท,137.7902233,ชัยนาท
1626,1627,2023,4,2023,7,19,จ.สระบุรี,85.20838895,สระบุรี
1631,1632,2023,4,2023,7,24,จ.ฉะเชิงเทรา,132.0045097,ฉะเชิงเทรา
1633,1634,2023,4,2023,7,26,จ.นครนายก,171.8331137,นครนายก
1672,1673,2023,4,2023,7,70,จ.ราชบุรี,106.1102562,ราชบุรี
1674,1675,2023,4,2023,7,72,จ.สุพรรณบุรี,106.1870329,สุพรรณบุรี
1675,1676,2023,4,2023,7,73,จ.นครปฐม,79.17401891,นครปฐม
1676,1677,2023,4,2023,7,74,จ.สมุทรสาคร,69.57933613,สมุทรสาคร
1677,1678,2023,4,2023,7,75,จ.สมุทรสงคราม,114.1273043,สมุทรสงคราม
1678,1679,2023,4,2023,7,76,จ.เพชรบุรี,70.77125922,เพชรบุรี
1694,1695,2023,4,2023,8,10,กรุงเทพมหานคร,146.2998241,กรุงเทพมหานคร
1695,1696,2023,4,2023,8,11,จ.สมุทรปราการ,162.8922999,สมุทรปราการ
1696,1697,2023,4,2023,8,12,จ.นนทบุรี,131.7257599,นนทบุรี
1697,1698,2023,4,2023,8,13,จ.ปทุมธานี,138.2054338,ปทุมธานี
1698,1699,2023,4,2023,8,14,จ.พระนครศรีอยุธยา,116.881324,พระนครศรีอยุธยา
1699,1700,2023,4,2023,8,15,จ.อ่างทอง,89.61110966,อ่างทอง
1700,1701,2023,4,2023,8,16,จ.ลพบุรี,133.1575105,ลพบุรี
1701,1702,2023,4,2023,8,17,จ.สิงห์บุรี,88.93737752,สิงห์บุรี
1702,1703,2023,4,2023,8,18,จ.ชัยนาท,91.50720669,ชัยนาท
1703,1704,2023,4,2023,8,19,จ.สระบุรี,114.3636955,สระบุรี
1708,1709,2023,4,2023,8,24,จ.ฉะเชิงเทรา,173.9053721,ฉะเชิงเทรา
1710,1711,2023,4,2023,8,26,จ.นครนายก,174.2902849,นครนายก
1749,1750,2023,4,2023,8,70,จ.ราชบุรี,63.58694135,ราชบุรี
1751,1752,2023,4,2023,8,72,จ.สุพรรณบุรี,94.5347805,สุพรรณบุรี
1752,1753,2023,4,2023,8,73,จ.นครปฐม,110.5713135,นครปฐม
1753,1754,2023,4,2023,8,74,จ.สมุทรสาคร,129.4234856,สมุทรสาคร
1754,1755,2023,4,2023,8,75,จ.สมุทรสงคราม,67.11950729,สมุทรสงคราม
1755,1756,2023,4,2023,8,76,จ.เพชรบุรี,99.13540094,เพชรบุรี
1771,1772,2023,4,2023,9,10,กรุงเทพมหานคร,359.8683038,กรุงเทพมหานคร
1772,1773,2023,4,2023,9,11,จ.สมุทรปราการ,336.9566327,สมุทรปราการ
1773,1774,2023,4,2023,9,12,จ.นนทบุรี,323.4897001,นนทบุรี
1774,1775,2023,4,2023,9,13,จ.ปทุมธานี,257.1813646,ปทุมธานี
1775,1776,2023,4,2023,9,14,จ.พระนครศรีอยุธยา,167.7593426,พระนครศรีอยุธยา
1776,1777,2023,4,2023,9,15,จ.อ่างทอง,140.870162,อ่างทอง
1777,1778,2023,4,2023,9,16,จ.ลพบุรี,178.1375345,ลพบุรี
1778,1779,2023,4,2023,9,17,จ.สิงห์บุรี,155.9275073,สิงห์บุรี
1779,1780,2023,4,2023,9,18,จ.ชัยนาท,171.1003988,ชัยนาท
1780,1781,2023,4,2023,9,19,จ.สระบุรี,136.6184741,สระบุรี
1785,1786,2023,4,2023,9,24,จ.ฉะเชิงเทรา,198.1129793,ฉะเชิงเทรา
1787,1788,2023,4,2023,9,26,จ.นครนายก,175.9660939,นครนายก
1826,1827,2023,4,2023,9,70,จ.ราชบุรี,242.1317059,ราชบุรี
1828,1829,2023,4,2023,9,72,จ.สุพรรณบุรี,161.1531923,สุพรรณบุรี
1829,1830,2023,4,2023,9,73,จ.นครปฐม,267.8754445,นครปฐม
1830,1831,2023,4,2023,9,74,จ.สมุทรสาคร,335.3764732,สมุทรสาคร
1831,1832,2023,4,2023,9,75,จ.สมุทรสงคราม,277.7440289,สมุทรสงคราม
1832,1833,2023,4,2023,9,76,จ.เพชรบุรี,176.0546556,เพชรบุรี
1848,1849,2023,5,2023,5,10,กรุงเทพมหานคร,233.159259,กรุงเทพมหานคร
1849,1850,2023,5,2023,5,11,จ.สมุทรปราการ,239.2763409,สมุทรปราการ
1850,1851,2023,5,2023,5,12,จ.นนทบุรี,209.5342213,นนทบุรี
1851,1852,2023,5,2023,5,13,จ.ปทุมธานี,181.402784,ปทุมธานี
1852,1853,2023,5,2023,5,14,จ.พระนครศรีอยุธยา,181.7395491,พระนครศรีอยุธยา
1853,1854,2023,5,2023,5,15,จ.อ่างทอง,183.8327057,อ่างทอง
